ID,CATEGORY,LINK,NAME ,DESCRIPTION,COMPANY,IMAGE
228,Building,https://www.jobstreet.com.my/en/job/senior-junior-site-supervisor-4806354?jobId=jobstreet-my-job-4806354&sectionRank=40&token=0~b5141cc6-57ec-4b75-8827-2f1eaf9db7fe&fr=SRP%20Job%20Listing,Senior /Junior Site Supervisor,"Job Description: • Able to understand 3D design render and drawings.• Supervision of work progress activities at site in accordance with schedule and drawing.• Coordinate, supervise and execute construction activities, inspect and control quality of construction works before deliveries.• Report any discrepancies or delay in works & follow-up procedures.• Ensure smooth operations and supervisory works at project site.• Arrange regular meeting with worker or subcontractor to achieve targeted schedule and resolve site matter.• Attend all projects site meeting as well as technical meeting with clients or consultants.• Liaison with subcontractors to ensure all fit out works are carried accordingly to drawing.",Cedecor,
229,Building,https://www.jobstreet.com.my/en/job/project-engineer-cum-inspector-9217526/origin/sg?jobId=jobstreet-sg-job-9217526&sectionRank=43&token=0~b5141cc6-57ec-4b75-8827-2f1eaf9db7fe&fr=SRP%20Job%20Listing,Project Engineer cum Inspector,"Responsibilities: C&S Consultant looking for Project Engineer/ Inspector. Carry out inspections of all roads and road-related facilities.Report defects picked up during inspections.Report immediately to the Supervisor and the Project Manager any incidents or defects posing immediate concern, safety or inconvenience to the public.Submit daily reports on the condition of the roads, footpaths & walkways, service roads & footways, and road-related facilities to the Authority.Able to recognize and identify defects on the roads, footpaths & walkways, service roads & footways, and road-related facilities.",CMP Consultants Pte Ltd,
230,Building,https://www.jobstreet.com.my/en/job/project-manager-4805692?jobId=jobstreet-my-job-4805692&sectionRank=44&token=0~b5141cc6-57ec-4b75-8827-2f1eaf9db7fe&fr=SRP%20Job%20Listing,Project Manager,"Job Description: In line with our business expansion, we have vacancies for the position of Project Manager.Candidate must possess at least Degree in Civil Engineering or equivalent.Required language(s): Bahasa Melayu, English.At least 10 Years of working experience in the related field is required for this position.Preferably Manager specialized in Civil Engineering or equivalent.Required Skill(s): Ms Office, Auto Cad, Initiative, Self-Motivated & Good Interpersonal Skills.Able to work independently.Enhanced learning opportunitiesWorking hours depends on nature of work.Full time position(s) available.",Warisan Maju Bintang Sdn Bhd,
231,Computing,https://www.jobstreet.com.my/en/job/it-support-specialist-4833772?jobId=jobstreet-my-job-4833772&sectionRank=1&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,IT SUPPORT SPECIALIST,Job Description: Working closely with the Swiss HQ IT team to ensure all support related to IT system runs smoothly in Malaysia.  Key Responsibilities: 1st and 2nd level support. collaboration in projects. preparation and rollout of IT devices. Software Development. Maintenance of existing IT infrastructure.,Luzi (Malaysia) Sdn Bhd,
232,Computing,https://www.jobstreet.com.my/en/job/it-manager-apac-4832096?jobId=jobstreet-my-job-4832096&sectionRank=2&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,IT MANAGER APAC,"Responsible for maintaining and developing the day-to-day ICT operation in the APAC region and managing a lean regional team. Finding the right balance between regional business and global ICT requirements in order to contribute to ICT & business goals. A broad range of activities, in almost all areas of IT. Servicing multiple locations in the APAC region, the job includes some traveling.",Mammoet Romstar Sdn. Bhd,
233,Computing,https://www.jobstreet.com.my/en/job/system-support-manager-4833751?jobId=jobstreet-my-job-4833751&sectionRank=3&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,System Support Manager,"Key Responsibilities: SAP Operations and Maintenance. Support SAP user operation (Troubleshooting, Inquiries, Enhancement, Education Material Maintenance). Rationalization systems by leveraging SAP capabilities after discussion with users and understanding their intentions. ·  Introduction of SAP ECC or S/4 HANA. When introducing SAP systems into the Kao Group (approximately 100 companies worldwide), we will consistently perform business analysis and improvement proposals before introduction, implementation support and consultation, and business improvement after introduction. If there is a request for additional development from company that has already introduced SAP, understand what the missing functions are and determine whether development is necessary. It defines the requirements of IT systems necessary for problem solving and is responsible for managing projects from design to development. · Customizing SAP Systems. When deploying SAP, we are required to further streamline system. We are also responsible for customization work at SAP. We will be developing additional features. And it is also a job to consider whether to implement the functionality that the user wants and to determine the development. To have a deep understanding of the management issues of the company and to form a system necessary to solve it. This will require a deep understanding of SAP systems and reasonable decisions to properly solve user challenges. ·  Post-deployment support. It can be supported when clients update their system's software or if they have trouble operating the system. We are also involved in system maintenance and backing up clients' SAP systems.",Kao (Malaysia) Sdn Bhd,
234,Computing,https://www.jobstreet.com.my/en/job/it-support-4830157?jobId=jobstreet-my-job-4830157&sectionRank=4&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,IT Support,"Responsibilities:Provide 1st and 2nd Level technical and software support that includes diagnostics, root case and impact analysis through remote and on-site trouble-shooting to customers on various products.Daily remote Monitoring of CCTV network, Interactive Digital Products and Digital Displays.In charge in configuring DVRs, routers and related computer systems, diagnosing hardware/software faults and solving technical problems.Responsible in upload/maintain/resolve TV Content Management for clients and office.Responsible in technical complaints rectifying remotely and attending site troubleshooting.Set up, program and implement Digital Interactive and Digital Visual Systems.Responsible in issue Job Sheets, Delivery Orders, Sales Invoices and other documentation related to Support.Conduct on-site and remote system integration testing, user acceptance testing, implementation roll out and end user training.Perform standard SOP Quality Assurance Testing based on solution requirement and design documents.Assist in project documentation which includes functional specification, solution analysis and test case plan.Responsible for research and technical analyses for all products such as Audio System, CCTV, Surveillance System, Interactive Games, Digital Signage and Content Management.Monitor and maintain the uptime of all systems, efficiency of software and functionality of equipment.Communicate with corporate customers via telephone, email, or remote application as applicable regarding technically complex problems and maintaining effective customer relationsLiaising with sub-contractors regarding technical complaint, site troubleshooting arrangement and procedures.Conduct End user training and equipment maintenance.Any other tasks delegated.",Orbit Audio Design Sdn Bhd,
235,Computing,https://www.jobstreet.com.my/en/job/software-support-engineer-4832262?jobId=jobstreet-my-job-4832262&sectionRank=5&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,Software Support Engineer,"Responsibilities: Accounting, Inventory and Payroll Product Training/ Product Support/ Product Demonstration for customers and resellers.Work together in a team to support our customers and resellers.Provide Training and equipping our customers and resellers with product knowledge and solution.Provide technical support for product and services.Build materials and Online resources for customers's reference.Job advancement and Promotion Available for performing members.",Rockbell Software Sdn Bhd,
236,Computing,https://www.jobstreet.com.my/en/job/application-engineer-4833365?jobId=jobstreet-my-job-4833365&sectionRank=6&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,EGIS Healthcare Technologies Sdn Bhd,Responsibilities:Support and maintain application systems.Perform user requirements studies.Perform analysis and application systems implementation.To do presentation and demonstration of application systems.Prepare documentation and training materials.Conduct application system training.,EGIS Healthcare Technologies Sdn Bhd,
237,Computing,https://www.jobstreet.com.my/en/job/pos-system-support-engineer-9290713/origin/sg?jobId=jobstreet-sg-job-9290713&sectionRank=7&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,POS System Support Engineer,"Responsibilities: Required to support, guide and provide training to customer on our POS system.Responsible for system hardware and software installation.Trouble-shooting and maintenance servicing.",Mediatech Marketing Pte Ltd,
238,Computing,https://www.jobstreet.com.my/en/job/technical-support-it-executive-4831376?jobId=jobstreet-my-job-4831376&sectionRank=8&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,TECHNICAL SUPPORT IT EXECUTIVE,"Job Description: Maintaining computer networks and systems including software, servers, VPNs, routers, and other physical hardware.Installing and configuring network equipment to update or fix hardware or software issues.Updating virus protection software to keep data and communications protected.Monitoring computer systems to improve network performance for computer systems and networks.Fixing software and hardware configuration issues for users on-demand or from inspection of the system.Manage multiple areas of technology and multiple departments.Provide technical support across the company.Testing new technology.Perform related duties as assigned.","Tradewinds Plantation Berhad
",
239,Computing,https://www.jobstreet.com.my/en/job/it-executive-4832600?jobId=jobstreet-my-job-4832600&sectionRank=9&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,IT EXECUTIVE,"Requirements : Candidate must possess at least Bachelor's Degree/Post Graduate Diploma/Professional Degree in Information Technology or equivalent.Proficient in English, Bahasa Malaysia and Mandarin.Technically competent with good analytical skills, result oriented, proactive, resourceful with a high degree of independence and perseverance.Ability to work on own initiative with minimal supervision, excellent time management, priorities and organizational skills to work on multi-tasks with high sense of urgency and tight deadlines.At least 2 years of working experience in the manufacturing environment.Able to work overtime when needed.","Kibing Group Malaysia Sdn Bhd
",
240,Computing,https://www.jobstreet.com.my/en/job/infrastructure-specialist-it-network-infrastructure-firewall-4832415?jobId=jobstreet-my-job-4832415&sectionRank=11&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,Infrastructure Specialist (IT Network & Infrastructure - Firewall),"RESPONSIBILITIES: To implement and provide daily maintenance support of the network & infrastructure related equipment by analyzing requirement, resolving problems, installing hardware/software and supporting internal IT helpdesk. Backup & restore; IT Asset & User Access Right maintenance & management.Perform day-to-day network, infrastructure, servers and end users technical related support & monitoring. User Access Right Authorization. Configuration, administration/health Check IT network/infrastructure related equipment such as PC/Mobile Devices, Servers, Printers, SAN Storage, email, Firewall, Switches, Router, Backup etc. Monitor end of day schedule jobs; even log and alert alarm on the servers/network to proactively identify and minimize disruption and impact to the systems/network. Identify IT risks, threats and vulnerabilities in the company’s technology infrastructure.Ensure daily/weekly backup are perform successfully; security patches are applying on time; vulnerabilities scanning is executing as per scheduled and provide remediation to improve and close the vulnerability gaps accordingly. Lead and ensure related backup restore simulation is perform as per schedule.Work with others team member to serve as subject matter expert & provide IT network/infrastructure related advice in designing and implementing IT security Control initiatives and risk mitigation/remediation. Responsible for recommending, implementing and managing security controls for system, network. Application by design system security architecture and develop detailed security designs.Facilitate and interacts with internal and external audit engagement, facilitate remediation based on agreed recommendation and associated risks pertaining to SOX, Global Information Security Group or any others Corporate requirement.Maintain, provide support on documentation; reports and BCP. Periodically reviewing the SOP, guideline, policy, procedure and control to ensure the efficiency and effectiveness of the information security controls as a whole, recommending improvements wherever is necessary. ",Toyota Capital Malaysia Sdn. Bhd.,
241,Computing,https://www.jobstreet.com.my/en/job/it-engineer-4833562?jobId=jobstreet-my-job-4833562&sectionRank=12&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,IT Engineer,"Principal Responsibilities:Perform system health check of Server, Storage, Security and Network.Perform data and system backup & recovery.Perform IT service account management.Helpdesk users support (onsite/remotely)desktop, laptop, printer,…etc issues and technical upgrade project.authorized software installations, license control, issues and version upgrade.Ensure follow IT Policy & procedures.Ensure Helpdesk proper recordings manner and reporting to IT manager.Acquire self improvement training (technical & soft skill).",Dunham Bush Industries Sdn Bhd,
242,Computing,https://www.jobstreet.com.my/en/job/it-executive-4832230?jobId=jobstreet-my-job-4832230&sectionRank=13&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,IT Executive,"Job Description: Diploma or Degree in Information Technology, Computer Science or Mutlimedia.Good knowledge in PC troubleshooting.Good knowledge in Microsoft Office (Word, Excel, PowerPoint, Outlook) and knowledge of video editing is an advantage.Good interpersonal and communication skill.Quick learner and willing to pick up new skills.Added advantage: Proficient in Mandarin.Assist in IT project implementation.Provide system administration and maintenance for all existing application systems.To preserve and safeguard electronic data and information from any threat.",CycleWorld Corporation Sdn Bhd,
243,Computing,https://www.jobstreet.com.my/en/job/it-junior-executive-4832533?jobId=jobstreet-my-job-4832533&sectionRank=14&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,IT JUNIOR EXECUTIVE,"RESPONSIBILITY :1)    Responsible for daily operation of server and Database.2)    ERP application administering and support.3)    Export Data from ERP and generate report to user.4)    Responsible for monitoring Backup Data.5)    Perform system analysis, system testing and improvement enhancement.6)    In charge of Infrastructure troubleshooting and support.7)    Networking support, Implementing and administering as well as design IT Network Infrastructure.8)    Create, update and maintaining IT Documentation.9)    Update, maintain and perform Computer Inventory periodically.10) Handling 5S for working area and Server Room11) Handling CCTV, Email System, Keyphone System, network Infrastructure, Firewall and Antivirus Server12) Ensure software and hardware license compliance.13) Perform any other duties assigned by superiors when it is deemed necessary from time to time.",Wentel Engineering Sdn Bhd,
244,Computing,https://www.jobstreet.com.my/en/job/system-analyst-programmer-4832777?jobId=jobstreet-my-job-4832777&sectionRank=15&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,System Analyst Programmer,"Requirements:· University degree in Computer Science, Information Technology or related disciplines;· Minimum 2 years’ relevant working experience in IT and system development;· Sound knowledge in Epicor development process & Manufacturing is an advantage; · Hands-on experience of system design and development in C#/.NET;· Hands-on experience on MSSQL and VS;· Strong system analysis and problem solving skills;· Good communication skills in both English and Mandarin. · Candidate with less experience will be considered as Analyst Programmer/Programmer.· Please send full resume with expected salary. ",INNOVAIRRE COMMUNICATIONS (ASIA) LIMITED,
245,Computing,https://www.jobstreet.com.my/en/job/it-business-analyst-4833295?jobId=jobstreet-my-job-4833295&sectionRank=17&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,IT Business Analyst,"Job Description: This position will look at how curfex as a group of companies operates – conducting research and analysing business processes to develop the relevant knowledge – and suggests methods to improve practices and processes. This is usually done with the aim of helping the company to solve existing business problems and/or better achieve goals set.This position works very closely with the company's IT developers, implementing new, or improved systems, including thoroughly understanding the workings of the business with new technologies that are applicable.",Curfex Technologies Sdn Bhd,
246,Computing,https://www.jobstreet.com.my/en/job/system-engineer-4834069?jobId=jobstreet-my-job-4834069&sectionRank=18&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,System Engineer,"1. Brief Description: Reporting to the IT Manager. Razer is seeking an achievement-oriented and self-motivated candidate with end user support and procurement working experience to fill a role in IT team.As System Engineer will work with external technology vendors, System Integrators (SI), hosting service providers and internal IT groups and business units to provide support before and after infrastructure implementation.",MOL ACCESSPORTAL SDN. BHD.,
247,Computing,https://www.jobstreet.com.my/en/job/it-application-engineer-4832108?jobId=jobstreet-my-job-4832108&sectionRank=19&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,IT Application Engineer,"Responsibilities:Modelling business requirements and translating to application and operational requirements.Develops IT application solution by preparing and evaluating alternative with consideration on reliability, security, and ease of maintenance.Prepares Business/Functional Requirement Documentation by use of interviews, workshops, site visits, task, and workflow analysis.Project Management to coordinate between the business user and external consultant on support/new enhancement/change requests when applicable.Adhere to IT processes, including ticketing tracking to support, administration and maintenance of company ERP System.Timely issue identification, resolution and appropriate escalation where necessary.Ability to work effectively in a multi-cultural environment with minimal supervision.",SAM Engineering & Equipment (M) Bhd,
248,Computing,https://www.jobstreet.com.my/en/job/executive-it-system-support-4832543?jobId=jobstreet-my-job-4832543&sectionRank=20&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,"Executive, IT & System Support","Key Accountability: IT Support 24/7: Support all E&M applications 24/7 through effective coordination with Help Desk and Technical Support Personnel.IT Coordinator: Liaise, discuss on technical matters with Group IT, vendors, airlines, authority, overhaul agency, other MAB departments.System Development & Enhancement: Responsible in develop or enhance existing system. This may include inhouse system and other system.Research & Development: Research current and potential resources, services & latest technology.Process Reengineering: Identifying ways of improving the efficiency of business processes using IT functionality through engagement with business unit.",Malaysia Airlines Berhad,
249,Computing,https://www.jobstreet.com.my/en/job/it-support-technician-tanjung-pelepas-port-johor-4832259?jobId=jobstreet-my-job-4832259&sectionRank=21&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,IT Support Technician - Tanjung Pelepas Port (Johor),"Job Description: The IT Support Technician will be in charge of providing onsite support for desktop management, asset management and physical support for other IT equipment. Has responsibility for fulfilling incident and service requests that re-quire physical onsite presence, proactively working with the remote support teams. Has responsibility for auctioning all assigned requests and incidents and for meeting agreed service levels. Provides technical input and recommendations to continuous improvement projects both at regional and global level.",A.P. Moller - Maersk,
250,Computing,https://www.jobstreet.com.my/en/job/system-support-engineer-4833607?jobId=jobstreet-my-job-4833607&sectionRank=22&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,System Support Engineer,JOB BRIEF: We are looking for IT professionals with a keen interest in automation on Windows based operating systems. A successful candidate must be of at least 3 to 4 years of relevant working experience as a Wintel Systems Administrator and must be able to demonstrate that he/she has the necessary technical troubleshooting skillsets.,Hong Leong Bank Berhad,
251,Computing,https://www.jobstreet.com.my/en/job/it-application-engineer-4817097?jobId=jobstreet-my-job-4817097&sectionRank=23&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,IT Application Engineer,"Job Description: Responsible for interactively working with business units/ work with users to design, create, develop, modify, and debug BAQ's (Business Activity Queries), dashboards, BPM's (Business Process Management), scheduled process and reports, enhancements and customization to Epicor and provide day-to-day support to users. Accountable for the implementation of system modifications and expansions.Provide technical assistance in identifying, evaluating, and developing systems and procedures that are cost effective and meet user requirements.Create documentation including instruction/ user manuals and other reference materials as required.Manage troubleshooting and identify solutions that support business process.Manage user/menu security and company/site/system maintenance/configuration settings in Epicor.Accountable for security at the system level and at the user level.Perform other related duties as assigned or requested.",CTI International (Malaysia) Sdn Bhd,
252,Computing,https://www.jobstreet.com.my/en/job/operations-executive-manager-4834005?jobId=jobstreet-my-job-4834005&sectionRank=24&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,Operations Executive/Manager,"Job Description: First Digital Trust is seeking an Operations Executive to join a great team at a fast-growing fintech. You will work on a diverse range of projects, ensuring logical, highly efficient operational support to relevant business demands while building, maintaining, and managing project plans that consolidate and sequence all related activities to ensure the successful delivery of each workstream. This unique position enables you to collaborate with members from all other functional teams in the company, acquire first-hand knowledge and experience of those team's processes and workflows, and lead cross-functional project teams to complete high-impact projects. The ideal candidate is passionate about using their skillset to hero new business processes from plan to close and is capable, independent, self-motivated, and able to operate effectively in a self-starting environment.",FDT DATA PROCESSING SDN. BHD.,
253,Computing,https://www.jobstreet.com.my/en/job/it-executive-4831482?jobId=jobstreet-my-job-4831482&sectionRank=25&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,IT Executive,"Responsibilities:Installing, supporting and maintaining existing/new server hardware and software related to network infrastructure.Managing and administrating email, firewalls, routers and all related equipment.Setting up and maintaining user accounts, permissions and passwords.Monitoring network usage.Troubleshooting, analyzing, and resolving issues raised by users.Perform routine preventive measures and ensure network security.Keeping track of licensing inventory and renewal.Other task assigned by superior from time to time.",Chailease Berjaya Credit Sdn Bhd,
254,Computing,https://www.jobstreet.com.my/en/job/internship-in-tpm-total-productive-maintenance-4832315?jobId=jobstreet-my-job-4832315&sectionRank=26&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,Internship in TPM (Total Productive Maintenance),Job Description: * Assist engineer for data/dashboard creation with software integration  * Assist engineer in the improvement project in maintenance and machine performance review.* Analyze/simplify the operational metric/dashboard with utilized software.* Analyze the maintenance MTBF,Robert Bosch (M) Sdn Bhd,
255,Computing,https://www.jobstreet.com.my/en/job/it-officer-s-4830756?jobId=jobstreet-my-job-4830756&sectionRank=27&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,IT Officer (s),"Responsibility: Provide technical support for daily IT related activities.Troubleshoot IT related matters.Manage PC, network, WAN antivirus, server back up and IT inventory list.Any ad-hoc assignment by HOD from time to time.Provide training and consultation on computing and Microsoft office software.",WCT Holdings Berhad,
256,Computing,https://www.jobstreet.com.my/en/job/assistant-manager-it-audit-4816101?jobId=jobstreet-my-job-4816101&sectionRank=28&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,Assistant Manager – IT Audit,Job Summary: Assist the Assistant Vice President (AVP) – IT Audit to manage audit responsibilities. Conduct more complex audit related assignments. Assist in the performance of audits to achieve audit objectives. Ensure that audit assignment is conducted in accordance with IMA methodology and practices.,Credit Guarantee Corporation Malaysia Berhad,
257,Computing,https://www.jobstreet.com.my/en/job/erp-system-support-4833676?jobId=jobstreet-my-job-4833676&sectionRank=29&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,ERP System Support,Job Description: • To provide internal support for ERP system.• To monitor and improve performance of the ERP system.• To assist application system support and troubleshoot system issues reported by and users.• To schedule and provide useful and user system training.• To participate in other projects/ tasks assigned by superior.,Leong Hup Malaysia Group of Companies,
258,Computing,https://www.jobstreet.com.my/en/job/mis-group-support-4833853?jobId=jobstreet-my-job-4833853&sectionRank=30&token=0~af100e3c-8bd9-4f3e-826c-ac9e2c360ab6&fr=SRP%20Job%20Listing,MIS Group Support,"Responsibilities:Provide onsite Application (Care21) support to end users (Doctors, Nurses, Admin staff). Care21 is a Bespoke Hospital Information Management System (HIMS) implemented across Columbia Asia.Provide application support (CALIMS, EMRD, PACS (Carestream), Asset 360, CALM (Care21 on Lite Mobile), PEP (Patient Portal) and any other new software).IT Peripheral & other application support (printer, Office M365, scanner, etc.), basic database support and maintenance (guideline from DBA & software maintenance team).Perform periodic system health check and maintenance on servers, storage and network security devices such as firewall, router, antivirus system and etc.Ensure secure operations of in-house computer systems, servers and network connections. Includes system logs review and analysis, scrutinizing network traffic and troubleshooting.Manage and support networking and security services in LAN, WAN and Internet network infrastructure.Handle implementation of system/solution and installation of hardware, software and networking components.Responsible for documenting service log, keep track of version upgrade and software licensing.Conduct end-user training.Managing Site Support person for facilities and to support facilities if Site Support is not available.Conduct in-house software testing.",Columbia Asia Group of Companies,
259,Computing,https://www.jobstreet.com.my/en/job/sea-it-assistant-manager-4827793?jobId=jobstreet-my-job-4827793&sectionRank=31&token=0~7c08e8c1-4ab1-4cb3-8f2f-345c8a48f887&fr=SRP%20Job%20Listing,SEA IT Assistant Manager,"At Deloitte, we are looking for talented professionals who want to play a key role in this exciting journey – talents like you. Every day we challenge ourselves to do what matters most for our clients, our people and for the society. We offer the opportunity to be part of a firm that makes an impact that matters, to work with inspiring leaders and talented professionals to deliver outstanding value to our clients in a culture that is inclusive, collaborative and one that provides exceptional career experience. Work you’ll do This role will report to the SEA IT Manager - PMO. In this role, you will manage the end-to-end project lifecycle for small to large projects in one or more of the IT technology project portfolios. You will also assist with planning and coordination of all concerned business projects, as well as develop and prepare status and management type reports concerned with projects.",Deloitte,
260,Computing,https://www.jobstreet.com.my/en/job/internship-for-computer-it-students-4830068?jobId=jobstreet-my-job-4830068&sectionRank=33&token=0~7c08e8c1-4ab1-4cb3-8f2f-345c8a48f887&fr=SRP%20Job%20Listing,Internship for Computer/IT Students,Job Description: Support data integrity checking.Assist in monitoring system data flow.Help out in issue logging Follow up with respective team for incidents.,Lotuss Stores (Malaysia) Sdn Bhd (Formerly known as Tesco Stores (M) Sdn Bhd),
261,Computing,https://www.jobstreet.com.my/en/job/system-engineer-4833965?jobId=jobstreet-my-job-4833965&sectionRank=34&token=0~7c08e8c1-4ab1-4cb3-8f2f-345c8a48f887&fr=SRP%20Job%20Listing,System Engineer,"Responsibilities: Install, configure and administrate for the development, staging and production environment with standard procedures and documentations.Explore new technology and tools to enhance system reliability, availability and services standards.Implement automated procedures for testing, deployment, configuration and application systems.Develop automation scripts to automate daily work processes.Orchestrate deployment with orchestration tools such as Kubernetes.Ensure all hardware and software comply with the organisation IT policy, industry standards and adhere to regulatory compliance requirement.To implement and provide daily maintenance support of the network & infrastructure related equipment by analyzing requirement, resolving problems, installing hardware/software and supporting internal IT helpdesk. Backup & restore; IT Asset & User Access Right maintenance & management.",Felix Digital Sdn. Bhd.,
262,Computing,https://www.jobstreet.com.my/en/job/assistant-manager-it-security-4832721?jobId=jobstreet-my-job-4832721&sectionRank=35&token=0~7c08e8c1-4ab1-4cb3-8f2f-345c8a48f887&fr=SRP%20Job%20Listing,Assistant Manager – IT Security,"Responsibilities:- Maintain, update and enforce IT Security policies. Liaise with other departments to ensure the policies are standard across and in line with company policy.Develop or enhance compliance of IT Security Policy and Access Control within the company.Ensure all staff understand and aware about the IT Security Policy and Access Control.Responsible to prepare and ensure compliance for audit purpose.Responsible to enhance the company IT Security with the latest trend, and minimize any risks.Establish and maintain regular communications with end users, cross functional teams and other departments.Conduct risk assessment and impact analysis.Work closely with regulatory for compliances.",U Mobile Sdn Bhd,
263,Computing,https://www.jobstreet.com.my/en/job/it-developer-wd129702-4832517?jobId=jobstreet-my-job-4832517&sectionRank=36&token=0~7c08e8c1-4ab1-4cb3-8f2f-345c8a48f887&fr=SRP%20Job%20Listing,IT Developer - (WD129702),"Job Description: At Flex, we welcome people of all backgrounds. Our employees thrive here by living our values: we support each other as we strive to find a better way, we move fast with discipline and purpose, and we do the right thing always. Through a respectful, inclusive and collaborative culture, a career at Flex offers the opportunity to make a difference, invest in your career growth and join our purpose -- to make great products that create value and improve people's lives.Job Summary. The IT Developer will be based in Bukit Minyak, Penang . Responsible for ensure product is complete and attain customer's requirements along with functions properly",Flex,
264,Computing,https://www.jobstreet.com.my/en/job/intern-it-4815895?jobId=jobstreet-my-job-4815895&sectionRank=37&token=0~7c08e8c1-4ab1-4cb3-8f2f-345c8a48f887&fr=SRP%20Job%20Listing,Intern IT,Job Description: Conceptualize ideas for User Interface (UI) and User Experience (UX) design for various products.Research about other industry players’ UIUX experience.Assist in designing User Interface.Design & set up experiments to A/B test different User Interface before launching products.,RAZER MERCHANT SERVICES SDN. BHD.,
265,Computing,https://www.jobstreet.com.my/en/job/it-support-executive-4830257?jobId=jobstreet-my-job-4830257&sectionRank=38&token=0~7c08e8c1-4ab1-4cb3-8f2f-345c8a48f887&fr=SRP%20Job%20Listing,IT Support Executive,"JOB PURPOSE: Deliver support to end-users in the hospital on how to use various types of software programs and hardware support efficiently and effectively in fulfilling business objectives. This includes troubleshooting hardware, applications and software for all internal customers, such as hospital staff, consultants and external customers such as patients. He/She is also responsible for assisting in documenting the specifications of a new system, change requests to existing systems, and leading in the implementation and user acceptance testing as well as training of all applications that will be installed in the hospital. The incumbent will also be required to handle hardware and data centre support.",Sunway Medical Centre Sdn Bhd,
266,Computing,https://www.jobstreet.com.my/en/job/it-coordinator-4830300?jobId=jobstreet-my-job-4830300&sectionRank=39&token=0~7c08e8c1-4ab1-4cb3-8f2f-345c8a48f887&fr=SRP%20Job%20Listing,IT Coordinator,"Job Description: Support HIS, software, and hardware (computer, printer, scanner) applications issues; escalate complex issues in a timely manner to achieve/maintain user satisfaction.Participate in the HIS implementation, trained to be a Trainer to Consultants (physicians) and end-users.Provide support on a 24/7 basis for new software rollouts based on shift duties.Understand and establish communication on user needs and priorities.Ensure service level adherence.",Sunway Medical Centre Sdn Bhd,
